,ID,Car_Owned,Bike_Owned,Active_Loan,House_Own,Child_Count,Own_House_Age,Mobile_Tag,Homephone_Tag,Workphone_Working,Client_Family_Members,Cleint_City_Rating,Application_Process_Day,Application_Process_Hour,Score_Source_1,Score_Source_2,Social_Circle_Default,Phone_Change,Credit_Bureau,Default,Alone,Group,Kids,Others,Partner,Relative,Commercial,Govt Job,Service,Graduation,Graduation dropout,Junior secondary,Post Grad,Secondary,D,M,S,W,Female,Male,CL,RL,Family,Home,Municipal,Office,Rental,Shared,Accountants,Cleaning,Cooking,Core,Drivers,HR,High skill tech,IT,Laborers,Low-skill Laborers,Managers,Medicine,Private service,Realty agents,Sales,Secretaries,Security,Waiters/barmen,No,Yes
2893,12186293,1.0,0.0,1.0,1.0,0.0,3.0,1,1,1,2.0,1.0,3.0,10.0,0.867465707,0.7360444270000001,0.3429,252.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2907,12128676,1.0,0.0,0.0,1.0,0.0,27.0,1,0,1,2.0,2.0,4.0,18.0,0.123992226,0.414500553,0.2227,0.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2983,12190238,1.0,0.0,1.0,0.0,1.0,6.0,1,0,1,3.0,1.0,4.0,19.0,0.696460868,0.755098334,0.1701,3.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3003,12213345,1.0,1.0,0.0,1.0,1.0,15.0,1,0,0,3.0,3.0,3.0,12.0,0.39449049700000005,0.509485809,0.0825,1975.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3081,12131864,1.0,1.0,0.0,1.0,1.0,9.0,1,0,0,3.0,2.0,4.0,14.0,0.583871866,0.703741051,0.0608,1262.0,0.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3101,12164241,1.0,0.0,0.0,1.0,0.0,23.0,1,0,0,1.0,2.0,5.0,7.0,0.45802796,0.6927950690000001,0.1649,741.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3206,12145259,1.0,0.0,1.0,1.0,0.0,7.0,1,0,0,1.0,1.0,3.0,13.0,0.878504842,0.722217855,0.3062,0.0,2.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3234,12151245,1.0,0.0,0.0,1.0,0.0,14.0,1,0,0,2.0,2.0,4.0,11.0,0.611104624,0.643840492,0.1206,1928.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3328,12195337,1.0,0.0,0.0,0.0,0.0,23.0,1,1,0,1.0,1.0,3.0,8.0,0.146053779,0.666777783,0.0124,1679.0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3394,12193671,1.0,0.0,0.0,1.0,1.0,9.0,1,1,1,3.0,2.0,5.0,9.0,0.46916118,0.512283526,0.0722,1598.0,2.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3426,12194611,1.0,0.0,1.0,1.0,0.0,8.0,1,0,0,2.0,2.0,6.0,9.0,0.613681226,0.5924642489999999,0.0959,512.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3554,12118530,1.0,0.0,1.0,1.0,0.0,2.0,1,0,0,1.0,2.0,2.0,8.0,0.746951354,0.610612915,0.2557,0.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3622,12131704,1.0,0.0,1.0,1.0,1.0,17.0,1,0,1,2.0,2.0,2.0,9.0,0.257854449,0.123163825,0.0825,70.0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3638,12126816,1.0,0.0,1.0,0.0,0.0,13.0,1,1,1,2.0,2.0,0.0,20.0,0.513091144,0.680083345,0.7979,2114.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3654,12118621,1.0,0.0,1.0,1.0,2.0,13.0,1,0,0,4.0,1.0,4.0,15.0,0.552509656,0.776219558,0.0928,794.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3686,12219480,1.0,0.0,0.0,1.0,0.0,15.0,1,0,0,2.0,2.0,2.0,17.0,0.435460767,0.296663457,0.0845,0.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3715,12150864,1.0,0.0,0.0,1.0,1.0,7.0,1,0,0,2.0,2.0,3.0,9.0,0.647668414,0.680449579,0.0124,665.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3745,12168613,1.0,0.0,1.0,1.0,2.0,11.0,1,0,0,4.0,3.0,5.0,13.0,0.515330146,0.6035033000000001,0.0742,2188.0,2.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3827,12178581,1.0,0.0,1.0,0.0,0.0,16.0,1,0,0,1.0,1.0,6.0,11.0,0.674517204,0.757785542,0.2052,2131.0,2.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3943,12142340,1.0,0.0,1.0,0.0,2.0,9.0,1,0,0,4.0,1.0,6.0,13.0,0.496926708,0.686241187,0.0412,2562.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3945,12108064,1.0,0.0,1.0,1.0,0.0,6.0,1,0,0,2.0,2.0,6.0,10.0,0.352088665,0.7063739790000001,0.0124,1465.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3962,12176490,1.0,1.0,0.0,1.0,2.0,6.0,1,0,0,4.0,2.0,2.0,8.0,0.686953438,0.677570835,0.1753,1067.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3989,12192294,1.0,0.0,0.0,1.0,1.0,22.0,1,0,0,3.0,1.0,6.0,10.0,0.153641138,0.6728761120000001,0.0742,866.0,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4002,12219213,1.0,1.0,1.0,0.0,0.0,14.0,1,0,0,2.0,3.0,6.0,14.0,0.699356968,0.636703774,0.0588,992.0,4.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4021,12191490,1.0,0.0,0.0,1.0,1.0,8.0,1,0,0,3.0,2.0,4.0,9.0,0.795484616,0.6096558120000001,0.1335,847.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4075,12171486,1.0,0.0,1.0,1.0,0.0,8.0,1,0,1,2.0,2.0,1.0,9.0,0.6744648040000001,0.5213808,0.0825,1987.0,2.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4149,12221849,1.0,0.0,1.0,0.0,0.0,6.0,1,1,0,2.0,2.0,2.0,14.0,0.529210623,0.6991754659999999,0.1031,125.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4240,12170734,1.0,0.0,0.0,1.0,2.0,64.0,1,1,1,4.0,2.0,5.0,12.0,0.175727238,0.629353324,0.0928,715.0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4280,12102373,1.0,1.0,1.0,0.0,0.0,6.0,1,1,1,2.0,2.0,4.0,13.0,0.749379619,0.325987457,0.0763,453.0,3.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4294,12173024,1.0,0.0,0.0,1.0,0.0,18.0,1,0,0,2.0,2.0,6.0,12.0,0.445416246,0.319606003,0.0825,311.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4304,12220704,1.0,0.0,0.0,1.0,0.0,4.0,1,0,1,2.0,2.0,3.0,10.0,0.589064066,0.649670642,0.2175,1803.0,5.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4429,12167642,1.0,1.0,0.0,1.0,1.0,2.0,1,0,1,3.0,2.0,3.0,12.0,0.34826090000000004,0.7406785690000001,0.2577,2027.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4611,12134054,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2.0,2.0,5.0,18.0,0.215126467,0.783798738,0.0794,11.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4702,12210254,1.0,1.0,0.0,1.0,0.0,23.0,1,0,0,1.0,2.0,2.0,18.0,0.051185835,0.644000939,0.0619,799.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4712,12173138,1.0,1.0,1.0,0.0,0.0,15.0,1,0,0,1.0,3.0,3.0,10.0,0.546728725,0.552070464,0.0722,0.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4749,12128280,1.0,0.0,0.0,1.0,0.0,15.0,1,0,1,1.0,2.0,6.0,12.0,0.27180941399999997,0.551567503,0.1515,474.0,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4757,12167969,1.0,1.0,0.0,1.0,2.0,25.0,1,0,0,4.0,2.0,5.0,13.0,0.437528455,0.678663881,0.0103,414.0,7.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4858,12113451,1.0,0.0,0.0,1.0,2.0,4.0,1,0,0,4.0,1.0,5.0,14.0,0.311053215,0.579770841,0.1918,445.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4880,12212709,1.0,0.0,0.0,1.0,0.0,13.0,1,0,1,1.0,1.0,4.0,17.0,0.273158693,0.5449276,0.1031,0.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4931,12105356,1.0,1.0,1.0,1.0,1.0,4.0,1,0,0,3.0,2.0,3.0,11.0,0.482536421,0.146718541,0.1619,2161.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5110,12142285,1.0,1.0,0.0,1.0,0.0,1.0,1,0,0,2.0,3.0,2.0,15.0,0.864799986,0.48513630799999996,0.1577,0.0,4.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5136,12183621,1.0,0.0,1.0,1.0,1.0,9.0,1,0,1,3.0,2.0,3.0,11.0,0.671080707,0.46500001700000004,0.0742,2412.0,3.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5177,12190660,1.0,1.0,1.0,0.0,0.0,16.0,1,0,0,2.0,3.0,2.0,12.0,0.26346052600000003,0.563515694,0.1237,2331.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5231,12215846,1.0,0.0,0.0,1.0,1.0,7.0,1,0,0,2.0,2.0,2.0,11.0,0.35843800200000003,0.559423675,0.4794,1116.0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5254,12171963,1.0,0.0,0.0,1.0,0.0,14.0,1,0,0,1.0,2.0,3.0,14.0,0.504680994,0.675915645,0.1619,484.0,4.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5338,12179613,1.0,0.0,0.0,1.0,1.0,14.0,1,0,0,2.0,2.0,5.0,15.0,0.57132738,0.705547832,0.0742,740.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5460,12189704,1.0,0.0,1.0,1.0,2.0,14.0,1,1,1,4.0,2.0,1.0,14.0,0.452310995,0.7592595259999999,0.0753,1764.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5603,12218413,1.0,0.0,0.0,1.0,0.0,64.0,1,0,1,2.0,1.0,2.0,17.0,0.356620748,0.503495173,0.1639,335.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5618,12138206,1.0,0.0,0.0,0.0,1.0,8.0,1,0,0,3.0,3.0,6.0,16.0,0.634799076,0.567228725,0.0928,314.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5628,12143879,1.0,1.0,0.0,1.0,0.0,23.0,1,0,0,2.0,2.0,4.0,14.0,0.358649434,0.586770914,0.16699999999999998,1361.0,7.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5676,12136610,1.0,0.0,1.0,1.0,1.0,12.0,1,0,0,3.0,2.0,3.0,15.0,0.36638939299999995,0.576111699,0.0278,401.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5688,12117828,1.0,0.0,1.0,1.0,0.0,3.0,1,0,1,2.0,1.0,4.0,16.0,0.808862713,0.7237463390000001,0.0784,419.0,2.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5689,12215510,1.0,0.0,0.0,1.0,1.0,10.0,1,0,0,3.0,3.0,3.0,10.0,0.563110028,0.568178624,0.3247,150.0,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5937,12118538,1.0,1.0,0.0,1.0,2.0,5.0,1,0,1,4.0,1.0,0.0,14.0,0.727641832,0.687398292,0.0608,2272.0,2.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5964,12169620,1.0,0.0,0.0,1.0,1.0,7.0,1,0,0,3.0,2.0,5.0,9.0,0.453329439,0.383624773,0.0,1783.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5985,12221055,1.0,1.0,0.0,1.0,0.0,9.0,1,1,0,2.0,2.0,2.0,7.0,0.768182068,0.5168772429999999,0.0629,2369.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6000,12216145,1.0,1.0,0.0,1.0,1.0,7.0,1,1,0,3.0,2.0,3.0,15.0,0.668503975,0.591286294,0.0619,2064.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6062,12185033,1.0,1.0,0.0,1.0,2.0,1.0,1,1,0,4.0,1.0,2.0,12.0,0.539942833,0.569857156,0.2124,1411.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6081,12103436,1.0,0.0,0.0,1.0,1.0,9.0,1,1,1,3.0,2.0,1.0,8.0,0.6237797270000001,0.7416853409999999,0.04,422.0,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6095,12206908,1.0,1.0,0.0,1.0,0.0,5.0,1,0,0,2.0,1.0,0.0,14.0,0.245081335,0.6853553309999999,0.37799999999999995,0.0,2.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6124,12118671,1.0,0.0,1.0,1.0,1.0,12.0,1,0,0,3.0,2.0,3.0,13.0,0.826632147,0.478568392,0.0598,519.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6245,12108664,1.0,0.0,1.0,1.0,0.0,20.0,1,0,0,2.0,2.0,1.0,10.0,0.45657569,0.622949711,0.0619,467.0,3.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6358,12136087,1.0,0.0,0.0,0.0,0.0,8.0,1,1,0,2.0,2.0,5.0,9.0,0.35445559600000004,0.309610192,0.1495,3435.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6374,12197661,1.0,0.0,1.0,1.0,2.0,11.0,1,0,0,4.0,2.0,3.0,11.0,0.5287987670000001,0.541416903,0.1237,525.0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6448,12219463,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,2.0,2.0,6.0,11.0,0.302065915,0.068952605,0.0724,787.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6460,12197656,1.0,0.0,1.0,0.0,2.0,9.0,1,0,0,4.0,3.0,1.0,12.0,0.262448038,0.604763674,0.0794,795.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6573,12161438,1.0,0.0,0.0,1.0,1.0,7.0,1,0,0,3.0,1.0,4.0,11.0,0.31180764699999997,0.707216883,0.1141,1776.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6589,12190681,1.0,0.0,1.0,0.0,1.0,10.0,1,0,1,3.0,2.0,5.0,17.0,0.8055917690000001,0.398333174,0.0082,228.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6685,12102559,1.0,0.0,0.0,0.0,1.0,3.0,1,0,1,3.0,2.0,2.0,19.0,0.24275992600000001,0.654453236,0.2227,451.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6696,12197713,1.0,0.0,0.0,0.0,1.0,12.0,1,0,0,3.0,1.0,5.0,14.0,0.7396809940000001,0.421170802,0.0485,206.0,3.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6748,12146464,1.0,0.0,1.0,0.0,2.0,0.0,1,1,0,4.0,2.0,3.0,11.0,0.42675462399999997,0.698388385,0.0619,1705.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6764,12120350,1.0,1.0,1.0,1.0,0.0,65.0,1,0,0,1.0,2.0,0.0,11.0,0.566204261,0.202299095,0.2691,319.0,3.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6810,12131707,1.0,1.0,0.0,1.0,0.0,4.0,1,1,0,2.0,1.0,2.0,17.0,0.844197703,0.7215637109999999,0.366,1231.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6883,12162039,1.0,0.0,0.0,1.0,3.0,4.0,1,0,0,5.0,2.0,2.0,19.0,0.538882095,0.6968661559999999,0.0742,950.0,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7191,12198878,1.0,0.0,0.0,1.0,0.0,1.0,1,0,0,1.0,2.0,2.0,14.0,0.17400414,0.594859121,0.1175,861.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7192,12126188,1.0,0.0,1.0,1.0,1.0,9.0,1,0,1,3.0,1.0,5.0,14.0,0.719173857,0.744544792,0.1103,1303.0,3.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
